Date,Open,High,Low,Close,Volume,Adjusted Close
2016-12-29,-0.0091312246700222,-0.0073966339088889,-0.0020230436855176,-0.00029330466100032,-0.023403668344229,-0.00029330466100032
2016-12-28,0.0017650459288338,-0.0011038731847449,-0.0075192708941988,-0.0083565292028287,0.20395756587556,-0.0083565292028287
2016-12-27,0.0026457161818383,0.0044306357158593,0.0032360918503409,0.002248372822706,-0.016564796713766,0.002248372822706
2016-12-23,-0.0011842752893509,0.00026957953778815,0.0012233652638991,0.0012517152222139,-0.29752252878678,0.0012517152222139
2016-12-22,-0.0033516726722651,-0.0035443561730372,-0.0040040723097363,-0.0018629738593322,0.0084460229364392,-0.0018629738593322
2016-12-21,0.0017825012133245,-0.00058527782125376,-0.00043686226214805,-0.0024573614012165,-0.13536822704151,-0.0024573614012165
2016-12-20,0.0032134744569566,0.0022448314928533,0.0035116008417961,0.0036375123841505,0.015518552381656,0.0036375123841505
2016-12-19,-0.0033395250607541,-0.00025576066994453,0.0017611128440677,0.0019751207295132,-0.45132036335751,0.0019751207295132
2016-12-16,0.0057858782769681,-0.0017913084654054,0.00020852615654196,-0.0017506226483433,0.42035890792188,-0.0017506226483433
2016-12-15,-0.0064276136266863,-0.0017923882294294,0.0023705676557361,0.0038832279554189,-0.054180082914111,0.0038832279554189
2016-12-14,0.0022224121418429,-0.00058400020331849,-0.0065744687242352,-0.0081171721142561,0.14241534222144,-0.0081171721142561
2016-12-13,0.0019877502268677,0.0059628184375111,0.0048615238309877,0.0065397748542514,-0.043851669719495,0.0065397748542514
2016-12-12,0.0040449734327672,0.0018718381751836,0.0013960942313244,-0.0011374347616603,0.038622930224895,-0.0011374347616603
2016-12-09,0.0038373933903767,0.0036017871965081,0.0052109706716009,0.0059389848367235,-0.075251512886316,0.0059389848367235
2016-12-08,0.013755659875025,0.0044878318567633,0.012965615425415,0.0021593427123763,-0.066915158758013,0.0021593427123763
2016-12-07,0.0015675366673272,0.013037831877504,0.0030514669895274,0.01316324173493,0.16769036033325,0.01316324173493
2016-12-06,0.0030037072203045,0.0015208095874135,0.001018191170574,0.0034108881136407,-0.010245864814144,0.0034108881136407
2016-12-05,0.0043492754806377,0.0052184859781641,0.0053006819595499,0.005821305360635,0.030620452440799,0.005821305360635
2016-12-02,-0.004113230032603,-0.0021112080237453,0.00042523498934312,0.00039700648494514,-0.2536149170376,0.00039700648494514
2016-12-01,-0.002176922617147,-0.0051939837816673,-0.0051710323742883,-0.0035155292147042,-0.084973201927004,-0.0035155292147042
2016-11-30,0.0019129577877054,0.0016467780752532,0.00030032392213068,-0.0026534038053485,0.49302318052318,-0.0026534038053485
2016-11-29,-0.0042755897252967,-0.00030750293192779,-0.001004474219001,0.0013352928795322,0.057310341876685,0.0013352928795322
2016-11-28,0.0017857927471634,-0.00099857903275086,-0.0026786898006256,-0.005254535651865,1.2123248769406,-0.005254535651865
2016-11-25,0.0035113919755938,0.0039143869124048,0.0053588317876937,0.0039143869124048,-0.53648234385604,0.0039143869124048
2016-11-23,-0.0013672168459339,-3.6319846798025e-05,0.0,0.00080802475222809,-0.13625775024381,0.00080802475222809
2016-11-22,0.0069200145765293,0.0027744113048374,0.0036955577133948,0.0021654319242507,0.097291108147746,0.0021654319242507
2016-11-21,-0.00019213296804575,0.004023059802304,0.0027747683085737,0.0074614009492723,0.0096881648191692,0.0074614009492723
2016-11-18,0.0037822238010943,0.00083628143225484,0.0017136338722055,-0.0023867984933357,-0.062155435844123,-0.0023867984933357
2016-11-17,0.00049601061092874,0.0040565377142462,0.0020485917965109,0.0046763697097328,-0.0055944384546506,0.0046763697097328
2016-11-16,0.0042614179071087,-0.0007428866558876,0.0026865408258594,-0.00158226380111,-0.1569744666429,-0.00158226380111
2016-11-15,0.0012237242251429,0.0043659183796545,0.0047770976157594,0.0074807976927082,-0.15340214637055,0.0074807976927082
2016-11-14,0.0013547503145754,0.002511720283258,0.0016678767458519,-0.0001155027862319,0.076011667886248,-0.0001155027862319
2016-11-11,-0.0022053292158457,-0.0075059004867391,0.00061365119812232,-0.0013979501669953,-0.22685549720691,-0.0013979501669953
2016-11-10,0.016856166378374,0.0056218379102622,0.012148503921447,0.0019507456248868,0.029930637037747,0.0019507456248868
2016-11-09,0.00077004632101839,0.010820394217635,0.00084294248821148,0.011077020670818,0.59924992277115,0.011077020670818
2016-11-08,0.013962664190197,0.0069747265478424,0.010935008753597,0.0037719744241483,0.048411963405299,0.0037719744241483
2016-11-07,0.0080622561225325,0.015687866975958,0.0080622561225325,0.022223544015961,-0.026525198938992,0.022223544015961
2016-11-04,-0.0071517103342701,-0.0016598769604992,-0.00069054301626725,-0.0016661305078948,-0.012576092046291,-0.0016661305078948
2016-11-03,-0.0050392207101762,-0.0043565324451807,-0.0041881661891117,-0.0044234006982948,-0.085167279420418,-0.0044234006982948
2016-11-02,-0.0090431631879546,-0.0092378153147637,-0.0018352588698642,-0.0065255006294582,-0.06257060650992,-0.0065255006294582
2016-11-01,-0.00051653080835608,-0.00084380592991911,-0.013022601714558,-0.0067868831762174,0.15545584336121,-0.0067868831762174
2016-10-31,-0.0011490087950082,-0.0034894666753216,0.0029112192777535,-0.0001222765180564,-0.024159661252242,-0.0001222765180564
2016-10-28,-0.0055176061651545,-0.0029853396623795,-0.0061710618782374,-0.0031082993655891,-0.044073125429566,-0.0031082993655891
2016-10-27,0.0033178229438021,0.00065241340385242,0.00043626211495125,-0.0029867269333876,0.11380324221233,-0.0029867269333876
2016-10-26,-0.0059310050480989,-0.0026540183117294,-0.0048273493196602,-0.001740411426658,0.0063603938859181,-0.001740411426658
2016-10-25,0.00056782452874098,-0.0015547213136156,-0.0023196036182817,-0.003797727779456,0.1173614668843,-0.003797727779456
2016-10-24,0.0042394788744126,0.0056753413627247,0.0078962970133309,0.0047498395346381,-0.026539281209679,0.0047498395346381
2016-10-21,-0.0014376026182487,-0.0021190813737542,-0.0015701651289185,-8.4141702203002e-05,0.033465481231103,-8.4141702203002e-05
2016-10-20,0.00079406904543139,-0.00058647625002429,-0.0022028207636866,-0.0013757238742646,-0.0075832597311065,-0.0013757238742646
2016-10-19,0.0011691475656104,0.001893348297187,0.0012455745578091,0.0021919708287469,0.060779179810726,0.0021919708287469
2016-10-18,0.0025130022378101,0.0041064499419884,0.0052061298108278,0.0061604034798965,0.11998699825819,0.0061604034798965
2016-10-17,-0.0031453213629523,-0.0063185825230885,-0.0040084989452175,-0.0030379938212079,-0.12321608351533,-0.0030379938212079
2016-10-14,0.00442195880117,0.005144538279352,0.0086347172440828,0.00020160417815363,-0.098395453085506,0.00020160417815363
2016-10-13,-0.0034663499372566,-0.0033421736409681,-0.0084631952018905,-0.003099263835091,0.20266366598368,-0.003099263835091
2016-10-12,-0.010956196324655,-0.0074945648317977,0.0018460437785593,0.0011465894253985,-0.1341285006704,0.0011465894253985
2016-10-11,0.00044445912430486,-0.0037057700206649,-0.014603755138008,-0.012446471763257,0.17888258387478,-0.012446471763257
2016-10-10,-0.00175587545622,0.0017267925051634,0.00724516599761,0.0046059050981358,-0.19429872178436,0.0046059050981358
2016-10-07,0.0027661545533906,0.0013547248834319,-0.0025252204023517,-0.0032534836817108,0.045742514191619,-0.0032534836817108
2016-10-06,0.0014245268958557,-0.00047136903491168,-0.0022596446750552,0.00048156019948376,-0.11391125161588,0.00048156019948376
2016-10-05,-0.0037997266096099,-0.00069731605626301,0.0051958208907803,0.0042966905416751,0.041499484122435,0.0042966905416751
2016-10-04,-0.00044353724496917,0.00048514331512632,-0.004993576994356,-0.004955562300029,0.19548373731096,-0.004955562300029
2016-10-03,0.0036262609325889,-0.0050062689075956,-0.00080685459002346,-0.0032606958242221,-0.24819209553978,-0.0032606958242221
2016-09-30,-0.0057125236570738,0.0012105506562998,0.0052722633126705,0.0079679693613367,-0.01785739500426,0.0079679693613367
2016-09-29,0.0032610050097933,0.00012429571542115,-0.0030626073550664,-0.0093214113252899,0.091934646636481,-0.0093214113252899
2016-09-28,0.0073670848225959,0.0052148735199364,0.00478157865364,0.0052965537587633,0.13197217963971,0.0052965537587633
2016-09-27,-0.0057909511865209,0.0011998128147764,-0.0016270045950411,0.0064441700612606,0.068901830438068,0.0064441700612606
2016-09-26,-0.006786945016684,-0.0069971068430132,-0.0087477794302535,-0.0085877624540596,-0.03045348623383,-0.0085877624540596
2016-09-23,0.0010825255713511,-0.0028623938773224,-0.0032105770723392,-0.0057367748142554,-0.066324591945013,-0.0057367748142554
2016-09-22,0.012291386677705,0.0068725756495672,0.014661764748524,0.0064997846811667,-0.042903054613439,0.0064997846811667
2016-09-21,-0.00063369108054648,0.0066533651078599,0.00018705666898394,0.010917162154087,0.18191949005486,0.010917162154087
2016-09-20,0.00090949631719132,-0.0013048127842948,0.0015262862828083,0.00029913841439509,-0.0070407840657604,0.00029913841439509
2016-09-19,-0.001160034113153,0.0033217766140078,0.0022100042737848,-1.8603097307921e-05,-0.36921162421525,-1.8603097307921e-05
2016-09-16,0.0099370798061188,-0.0022451803168926,0.0041651009038685,-0.0037722949071267,0.48629998932929,-0.0037722949071267
2016-09-15,-0.0011748892663459,0.0046606457839145,0.0011605288521778,0.010109273250547,-0.079250020468874,0.010109273250547
2016-09-14,-0.010513917564488,-0.0042501839705996,-0.00017456172869898,-0.00058767665007685,-0.1153085591078,-0.00058767665007685
2016-09-13,0.013961252749425,-0.0059307898624284,0.00054263228911624,-0.014830674013267,0.032711795096846,-0.014830674013267
